race_id,race_number,race_name,competition_id,competition_name,country,class_name,grade,tempo,distance_m,track_status,start_time_iso,field_size,active_field_size,selection_id,runner_number,runner_name,draw_number,jockey,trainer,trainer_location,weight_kg,age,sex,speed_rating,dry_rating,wet_rating,win_percentage,place_percentage,prize_money,career_starts,career_wins,career_seconds,career_thirds,good_starts,good_wins,soft_starts,soft_wins,heavy_starts,heavy_wins,distance_starts,distance_wins,track_starts,track_wins,first_up_starts,first_up_wins,second_up_starts,second_up_wins,horse_jockey_starts,horse_jockey_wins,last_six,form_fig,expected_settling_position,recent_runs_count,recent_wins,recent_places,recent_avg_place,recent_best_place,recent_avg_place_3,recent_avg_place_5,recent_win_rate_5,recent_top3_rate_5,recent_avg_margin,recent_best_margin,recent_avg_margin_3,recent_avg_starting_price,recent_same_distance_runs,recent_same_track_runs,recent_same_condition_runs,recent_days_since_last_run,open_price,fluc1,fluc2,sp_starting_price,live_price,price_quality,finish_place,result_code,status,is_winner,top3_mask,is_duplicate_runner,has_valid_live_price,race_total_runners,race_priced_runners,price_coverage,is_valid_field_size,has_valid_result_labels,condition_rating,suitability_score,recent_form_score,connection_score,market_rank,price_band,distance_band,has_sparse_recent_form,model_score,model_rank,raw_model_prob,market_implied_prob,model_prob,edge,edge_pct,price_vs_sp,stake,settlement_price,profit,profit_net
10222436,10,R10 Entain/ Nzb Insurance Pearl Series Final (Bm72),340,Ellerslie,New Zealand,Horses - Aus/NZ,,Slow,1400,Good (4),2026-03-07T05:40:00+00:00,14,4,1172619447,10,Sperlari,14,Craig Grylls,C W Cole,Matamata,57.0,4,m,28.0,93.0,93.0,22.22,55.56,36715.0,9.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3x4931,3x4931,,6,2,4,3.5,1.0,4.333333333333333,4.0,0.2,0.6,2.766666666666667,1.2,3.8666666666666667,9.1,4,1,3,20.0,14.0,10.0,11.0,10.0,11.0,FLUC2,4,P,finished,0,0,False,True,4,4,1.0,True,True,93.0,0.16666666666666666,0.32145833333333335,0.0,4.0,9-12,middle,False,0.45977498681742857,2.0,0.23943175987090048,0.09090909090909091,0.23943175987090048,0.14852266896180957,14.852266896180957,-1.0,1.0,11.0,-1.0,-1.0
10222443,7,R7 Multi Ethnic Xtravaganza Africa (Bm75),518,New Plymouth Raceway,New Zealand,Horses - Aus/NZ,,Normal,1400,Soft (6),2026-03-07T02:47:00+00:00,8,4,1172621272,7,Za Spirit,1,Toni Davies,T R Hina,New Plymouth,57.0,6,m,20.0,99.0,99.0,13.79,55.17,122810.0,29.0,4.0,4.0,8.0,10.0,2.0,11.0,0.0,7.0,2.0,7.0,2.0,9.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,092341,092341,,6,1,3,5.166666666666667,1.0,2.6666666666666665,3.8,0.2,0.6,3.35,0.1,1.4000000000000001,7.8,5,2,4,22.0,5.5,8.5,9.0,8.0,9.0,FLUC2,2,P,finished,0,1,False,True,4,4,1.0,True,True,99.0,0.20634920634920637,0.3252334152334152,0.0,3.0,9-12,middle,False,0.49087732512325344,1.0,0.2630444465141945,0.1111111111111111,0.2630444465141945,0.1519333354030834,15.193333540308341,-1.0,1.0,9.0,-1.0,-1.0
10226343,5,R5 Upton's Centre Pivot Irrigation Country Boosted (Bm58),308,Corowa,Australia,Horses - Aus/NZ,,Fast,1300,Good (4),2026-03-07T04:36:00+00:00,10,8,1173005681,4,Rager,9,Damon Budler,Becky Byrne,Canberra,59.5,7,g,85.0,100.0,100.0,16.28,41.86,84925.0,43.0,7.0,8.0,3.0,23.0,4.0,6.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,6.0,1.0,5.0,2.0,5.0,2.0,x11931,x11931,Leader,6,3,4,4.166666666666667,1.0,4.333333333333333,3.0,0.6,0.8,4.183333333333333,1.0,4.1,6.8999999999999995,5,0,2,21.0,7.0,10.0,11.0,,11.0,FLUC2,7,L,finished,0,0,False,True,8,8,1.0,True,True,100.0,0.1246376811594203,0.5371572580645161,0.4,7.0,9-12,sprint,False,0.580578867135334,1.0,0.14684705488386374,0.09090909090909091,0.14684705488386374,0.055937963974772825,5.593796397477282,,1.0,11.0,-1.0,-1.0
10226491,3,R3 Blueline Group Classic Hcp,366,Gold Coast,Australia,Horses - Aus/NZ,,Normal,1200,Soft (5),2026-03-07T04:18:00+00:00,8,6,1173031182,6,Hulkamania,3,Dylan Turner,Adam Campton,Gold Coast,55.0,6,g,14.0,96.0,96.0,16.67,63.89,164270.0,36.0,6.0,6.0,11.0,11.0,0.0,6.0,1.0,0.0,0.0,7.0,2.0,10.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0,363022,363022,Backmarker,6,0,4,4.166666666666667,2.0,2.0,3.8,0.0,0.8,4.416666666666667,0.9,4.933333333333334,9.95,2,2,0,21.0,8.0,9.5,10.0,11.0,10.0,FLUC2,4,P,finished,0,0,False,True,6,6,1.0,True,True,96.0,0.1841269841269841,0.3190322580645161,0.0,5.0,9-12,sprint,False,0.4735042153385284,2.0,0.1721809115995846,0.1,0.1721809115995846,0.07218091159958459,7.218091159958459,1.0,1.0,10.0,-1.0,-1.0
10240954,8,R8 Sportsbet Fixed Odds Exotics (Bm70),585,Sandown,Australia,Horses - Aus/NZ,,Normal,1600,Good (4),2026-03-11T08:00:00+00:00,8,6,1174807951,4,Blistering,5,Jason Maskiell,John Pascoe,Moe,59.5,7,m,0.0,100.0,100.0,14.89,38.3,407380.0,47.0,7.0,7.0,4.0,33.0,5.0,7.0,2.0,7.0,0.0,11.0,2.0,7.0,1.0,7.0,1.0,5.0,0.0,20.0,3.0,271721,271721,Backmarker,6,2,4,3.3333333333333335,1.0,3.3333333333333335,3.6,0.4,0.6,3.8666666666666667,0.8,5.066666666666667,16.933333333333334,2,0,5,10.0,13.0,9.0,8.5,8.5,8.5,FLUC2,1,W,finished,1,1,False,True,6,6,1.0,True,True,100.0,0.15873015873015872,0.40923076923076923,0.15,3.0,6-9,middle,False,0.5253870266160683,2.0,0.1745092169958439,0.11764705882352941,0.1745092169958439,0.05686215817231449,5.686215817231449,0.0,1.0,8.5,7.5,7.5
10240955,5,R5 Ive > (Bm64),585,Sandown,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-03-11T06:25:00+00:00,8,7,1174807940,4,Beautifully,7,Jett Stanley,T Busuttin & N Young,Cranbourne,59.0,3,f,95.0,98.0,98.0,50.0,50.0,18450.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0x1,0x1,Leader,2,1,1,5.5,1.0,5.5,5.5,0.5,0.5,3.9,0.8,3.9,10.0,1,0,2,19.0,6.5,9.0,9.5,9.0,9.5,FLUC2,4,P,finished,0,0,False,True,7,7,1.0,True,True,98.0,0.5,0.3961538461538462,1.0,4.0,9-12,middle,False,0.6670844982929041,1.0,0.15938416880516926,0.10526315789473684,0.15938416880516926,0.05412101091043242,5.412101091043242,-0.5,1.0,9.5,-1.0,-1.0
10244368,5,R5 Ladbrokes Mates Mode Plate (C4),442,Launceston,Australia,Horses - Aus/NZ,,Fast,1400,Soft (5),2026-03-13T08:38:00+00:00,6,4,1175153399,4,Sister Royal,1,Erica Byrne Burke,S Gandy,Brighton,57.0,4,m,24.0,65.0,65.0,40.0,50.0,67560.0,10.0,4.0,0.0,1.0,3.0,0.0,6.0,4.0,0.0,0.0,4.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,4.0,4.0,61111x,61111x,Off Midfield,6,5,6,1.3333333333333333,1.0,1.6666666666666667,1.4,0.8,1.0,2.1166666666666667,0.1,3.6666666666666665,3.8,1,2,5,25.0,14.0,9.0,8.5,8.0,8.5,FLUC2,4,P,finished,0,0,False,True,4,4,1.0,True,True,65.0,0.7222222222222222,0.7405357142857144,1.0,2.0,6-9,middle,False,0.6999769228309646,1.0,0.3105093817292493,0.11764705882352941,0.3105093817292493,0.1928623229057199,19.286232290571988,-0.5,1.0,8.5,-1.0,-1.0
10244371,7,R7 House Of Arras Hcp,442,Launceston,Australia,Horses - Aus/NZ,,Fast,1100,Soft (5),2026-03-13T09:38:00+00:00,7,6,1175153546,5,Cherokee Dancer,1,Erica Byrne Burke,Adam Trinder,Latrobe,54.0,5,m,46.0,93.0,93.0,22.73,63.64,122250.0,22.0,5.0,4.0,5.0,8.0,1.0,7.0,0.0,0.0,0.0,7.0,1.0,13.0,1.0,5.0,1.0,4.0,2.0,16.0,4.0,x2113x,x2113x,Midfield,6,2,5,2.3333333333333335,1.0,3.3333333333333335,2.4,0.4,0.8,2.033333333333333,1.4,1.5333333333333332,4.8,4,2,2,31.0,5.5,13.0,12.0,14.0,12.0,FLUC2,1,W,finished,1,1,False,True,6,6,1.0,True,True,93.0,0.07326007326007326,0.4796153846153846,0.25,4.0,12-20,sprint,False,0.5131532938459905,2.0,0.17027810054999545,0.08333333333333333,0.17027810054999545,0.08694476721666212,8.694476721666213,2.0,1.0,12.0,11.0,11.0
10248196,6,R6 Manawatu Sound Service (Bm65),661,Wanganui,New Zealand,Horses - Aus/NZ,,Normal,1600,Heavy (8),2026-03-14T02:13:00+00:00,13,4,1175557964,9,Platinum Tyche,10,Bruno Queiroz,Ms L Latta,Awapuni,57.0,4,m,38.0,97.0,97.0,20.0,20.0,39335.0,10.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,L11970,L11970,,6,2,2,5.166666666666667,0.0,9.666666666666666,6.2,0.4,0.4,3.9499999999999997,0.0,6.933333333333333,12.566666666666668,1,1,0,70.0,11.0,9.5,11.0,12.0,11.0,FLUC2,4,P,finished,0,0,False,True,4,4,1.0,True,True,97.0,0.3333333333333333,0.3183868243243243,0.0,4.0,9-12,middle,False,0.5061868674480591,1.0,0.2695981686003666,0.09090909090909091,0.2695981686003666,0.1786890776912757,17.86890776912757,1.0,1.0,11.0,-1.0,-1.0
10248352,5,R5 Ladbrokes 55 Second Challenge Final - Series 2 (Bm84),310,Cranbourne,Australia,Horses - Aus/NZ,,Fast,955,Good (4),2026-03-13T09:15:00+00:00,7,6,1175580285,3,Unflinching,7,Logan Bates,Shawn Mathrick,Cranbourne,62.0,7,g,82.0,98.0,98.0,35.0,60.0,468375.0,20.0,7.0,3.0,2.0,17.0,6.0,3.0,1.0,0.0,0.0,17.0,7.0,0.0,0.0,8.0,2.0,5.0,1.0,2.0,1.0,9x1x8x,9x1x8x,Pace,6,2,2,5.0,1.0,3.3333333333333335,5.2,0.4,0.4,4.016666666666667,1.5,4.233333333333333,7.0,4,0,6,168.0,4.8,10.0,11.0,10.0,11.0,FLUC2,3,P,finished,0,1,False,True,6,6,1.0,True,True,98.0,0.2549019607843137,0.33961538461538465,0.5,5.0,9-12,sprint,False,0.5503691610255733,2.0,0.1748368264237362,0.09090909090909091,0.1748368264237362,0.0839277355146453,8.392773551464531,-1.0,1.0,11.0,-1.0,-1.0
10248356,3,R3 Make-A-Wish (Bm66),310,Cranbourne,Australia,Horses - Aus/NZ,,Fast,1600,Good (4),2026-03-13T08:15:00+00:00,8,6,1175580387,4,Standard Deviation,5,Jye Mcneil,C J Waller,Flemington,59.5,4,g,0.0,86.0,86.0,25.0,75.0,33898.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,422x1,422x1,Backmarker,4,1,3,2.25,1.0,1.6666666666666667,2.25,0.25,0.75,1.125,0.1,0.2333333333333333,7.25,3,0,2,15.0,5.5,8.5,9.0,,9.0,FLUC2,6,L,finished,0,0,False,True,6,6,1.0,True,True,86.0,0.16666666666666666,0.4274038461538461,1.0,5.0,9-12,middle,False,0.5680919464628748,2.0,0.17679117269018352,0.1111111111111111,0.17679117269018352,0.06568006157907241,6.5680061579072415,,1.0,9.0,-1.0,-1.0
10248384,5,R5 Kyneton Electrics (Bm56),437,Kyneton,Australia,Horses - Aus/NZ,,Fast,1106,Good (4),2026-03-13T04:30:00+00:00,8,5,1175585759,6,Struggle Street,2,Ruby Lamont,Reece Goodwin,Pakenham OC,60.5,5,m,75.0,90.0,90.0,18.18,27.27,35870.0,11.0,2.0,0.0,1.0,7.0,1.0,1.0,1.0,3.0,0.0,6.0,1.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,9408x3,9408x3,Pace,6,1,2,6.166666666666667,1.0,7.666666666666667,7.2,0.0,0.2,5.883333333333333,1.6,6.833333333333333,11.266666666666666,2,0,3,13.0,9.5,8.0,8.5,8.5,8.5,FLUC2,1,W,finished,1,1,False,True,5,5,1.0,True,True,90.0,0.10317460317460318,0.09823792486583183,0.0,4.0,6-9,sprint,False,0.3709780621954759,2.0,0.2028060574446105,0.11764705882352941,0.2028060574446105,0.08515899862108109,8.515899862108109,0.0,1.0,8.5,7.5,7.5
10248451,3,R3 Two Bays Farm Vobis Gold So Si Bon,279,Caulfield,Australia,Horses - Aus/NZ,,Fast,1400,Good (4),2026-03-14T02:20:00+00:00,7,6,1175600215,5,Al Duca,6,Luke Currie,A & S Freedman,Cranbourne,54.0,5,g,100.0,88.0,88.0,37.5,75.0,321210.0,16.0,6.0,6.0,0.0,12.0,5.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,11421x,11421x,Leader,6,3,5,1.8333333333333333,1.0,2.3333333333333335,1.8,0.6,0.8,0.5666666666666668,0.1,0.5,6.5,2,2,5,128.0,9.0,8.5,8.0,8.5,8.0,FLUC2,2,P,finished,0,1,False,True,6,6,1.0,True,True,88.0,0.3888888888888889,0.5779411764705883,0.0,4.0,6-9,middle,False,0.5654079877393554,2.0,0.17978568920852928,0.125,0.17978568920852928,0.054785689208529276,5.478568920852927,0.5,1.0,8.0,-1.0,-1.0
10248468,4,R4 Ocean Views Resort Hcp (C2),602,Sunshine Coast,Australia,Horses - Aus/NZ,,Fast,1100,Heavy (10),2026-03-13T09:30:00+00:00,8,8,1175602141,7,Blakemore Avenue,5,Tiffani Brooker,J W Healy,Sunshine Coast,55.5,4,m,52.0,94.0,94.0,22.22,33.33,57000.0,9.0,2.0,1.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,2.0,3.0,0.0,3.0,1.0,96x152,96x152,Off Pace,6,1,3,4.166666666666667,1.0,2.6666666666666665,3.2,0.2,0.6,2.8333333333333335,0.2,0.6666666666666666,6.6000000000000005,4,1,1,13.0,12.0,11.0,12.0,12.0,12.0,FLUC2,1,W,finished,1,1,False,True,8,8,1.0,True,True,94.0,0.3333333333333333,0.32994134897360705,0.3333333333333333,7.0,12-20,sprint,False,0.5320990685014425,1.0,0.13568125731453015,0.08333333333333333,0.13568125731453015,0.05234792398119682,5.234792398119683,0.0,1.0,12.0,11.0,11.0
10248547,4,"R4 Ladbrokes Same Race Multi, 2Nd Leg National Appr Race Series Hcp (64)",199,Alice Springs,Australia,Horses - Aus/NZ,,Fast,1000,Good,2026-03-15T05:45:00+00:00,6,4,1175610354,1,Frankfurt,3,Jessica Booth,K J Lamprecht,Alice Springs,60.5,5,g,100.0,93.0,93.0,18.18,54.55,106105.0,22.0,4.0,4.0,4.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,0.0,4.0,1.0,1.0,0.0,42511x,42511x,Leader,6,2,3,2.8333333333333335,1.0,2.3333333333333335,2.6,0.4,0.6,3.5999999999999996,0.4,3.033333333333333,3.0,0,0,6,155.0,4.4,10.0,9.5,10.0,9.5,FLUC2,2,P,finished,0,1,False,True,4,4,1.0,True,True,93.0,0.19166666666666665,0.4241304347826087,0.0,3.0,9-12,sprint,False,0.49631080821486634,2.0,0.2592752973534382,0.10526315789473684,0.2592752973534382,0.15401213945870135,15.401213945870134,0.5,1.0,9.5,-1.0,-1.0
10251759,4,R4 De Bortoli (Bm62),700,Yarra Valley,Australia,Horses - Aus/NZ,,Fast,1200,Good (4),2026-03-15T04:05:00+00:00,8,7,1175936863,2,Superset,5,Bailey Kinninmont,Shawn Mathrick,Cranbourne,63.0,6,g,67.0,84.0,84.0,13.95,46.51,221915.0,43.0,6.0,8.0,6.0,30.0,5.0,12.0,1.0,1.0,0.0,24.0,3.0,1.0,1.0,6.0,1.0,6.0,0.0,2.0,1.0,815631,815631,Pace,6,2,3,4.0,1.0,3.3333333333333335,3.2,0.4,0.6,3.1666666666666665,0.1,2.033333333333333,14.0,5,0,5,12.0,9.0,10.0,11.0,11.0,11.0,FLUC2,1,W,finished,1,1,False,True,7,7,1.0,True,True,84.0,0.4305555555555556,0.4046153846153846,0.5,6.0,9-12,sprint,False,0.5559998799798217,2.0,0.15687510201496813,0.09090909090909091,0.15687510201496813,0.06596601110587721,6.596601110587722,0.0,1.0,11.0,10.0,10.0
10269106,7,R7 Elsdon Park (Bm75),560,Pukekohe,New Zealand,Horses - Aus/NZ,,Fast,1200,Good (4),2026-03-20T03:20:00+00:00,11,4,1178050977,1,Charmrose,1,Opie Bosson,Mark Walker & Sam Bergerson,Matamata,59.0,5,m,13.0,96.0,96.0,21.43,64.29,100410.0,14.0,3.0,6.0,0.0,4.0,2.0,7.0,1.0,3.0,0.0,10.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,x11524,x11524,,6,2,3,3.1666666666666665,1.0,3.6666666666666665,2.6,0.4,0.6,1.4833333333333334,0.2,2.033333333333333,5.333333333333333,6,0,1,19.0,4.4,6.0,5.5,6.0,5.5,FLUC2,1,W,finished,1,1,False,True,4,4,1.0,True,True,96.0,0.2333333333333333,0.40814285714285714,0.0,3.0,3-6,sprint,False,0.514263553390435,1.0,0.2629170738614307,0.18181818181818182,0.2629170738614307,0.08109889204324888,8.109889204324888,0.5,1.0,5.5,4.5,4.5
10273458,3,R3 Rock Magic Stakes,207,Ascot,Australia,Horses - Aus/NZ,,Fast,1000,Good (4),2026-03-21T04:55:00+00:00,6,5,1178602271,2,Acromantula,5,Lucy F Fiore,D & B Pearce,Karnup,57.5,8,g,93.0,93.0,93.0,22.73,47.73,808377.0,44.0,10.0,7.0,4.0,37.0,8.0,7.0,2.0,0.0,0.0,32.0,9.0,28.0,8.0,9.0,2.0,9.0,3.0,1.0,1.0,47x941,47x941,Leader,6,1,2,4.5,1.0,3.3333333333333335,3.6,0.2,0.4,2.983333333333333,0.5,2.2333333333333334,13.0,6,3,6,12.0,9.5,7.5,7.0,6.5,7.0,FLUC2,4,P,finished,0,0,False,True,5,5,1.0,True,True,93.0,0.2610601673101673,0.2618881118881119,1.0,4.0,6-9,sprint,False,0.5634396925678856,2.0,0.2047128398650862,0.14285714285714285,0.2047128398650862,0.061855697007943355,6.1855697007943355,-0.5,1.0,7.0,-1.0,-1.0
10273459,5,R5 Supremacy Stakes,207,Ascot,Australia,Horses - Aus/NZ,,Fast,1000,Good (4),2026-03-21T06:21:00+00:00,8,8,1178602286,1,All On Red,6,Luke Campbell,Tiarnna Noske,Coolup,58.5,2,c,96.0,78.0,78.0,66.67,100.0,140370.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,113x,113x,Leader,6,4,6,1.5,1.0,1.6666666666666667,1.4,0.8,1.0,2.1,1.0,2.3666666666666667,3.4,4,3,5,12.0,7.5,11.0,10.0,,10.0,FLUC2,7,L,finished,0,0,False,True,8,8,1.0,True,True,78.0,0.7222222222222222,0.7362500000000002,1.0,4.0,9-12,sprint,False,0.7432885855382212,2.0,0.15010581246186516,0.1,0.15010581246186516,0.05010581246186516,5.010581246186516,,1.0,10.0,-1.0,-1.0
10276861,3,R3 Towac Legends Day Orange Cup Prelude (Bm82),538,Orange,Australia,Horses - Aus/NZ,,Fast,1600,Good (4),2026-03-22T03:45:00+00:00,9,5,1178895858,5,Dark Vador,3,Heavelon Van Der Hoven,Matthew Smith,Warwick Farm,57.0,6,g,67.0,92.0,92.0,16.22,45.95,167335.0,37.0,6.0,8.0,3.0,24.0,6.0,12.0,0.0,1.0,0.0,11.0,3.0,3.0,1.0,5.0,0.0,5.0,1.0,0.0,0.0,951401,951401,Pace,6,2,3,4.166666666666667,1.0,5.666666666666667,4.6,0.4,0.4,4.85,0.5,6.8999999999999995,26.833333333333332,4,0,4,29.0,12.0,8.0,8.5,8.5,8.5,FLUC2,1,W,finished,1,1,False,True,5,5,1.0,True,True,92.0,0.2853535353535353,0.3315322580645162,0.0,4.0,6-9,middle,False,0.48440214859086766,2.0,0.20266677300544197,0.11764705882352941,0.20266677300544197,0.08501971418191256,8.501971418191257,0.0,1.0,8.5,7.5,7.5
10293913,8,R8 Hygain Edge Hcp (62),15602,Pakenham,Australia,Horses - Aus/NZ,,Slow,1600,Heavy (9),2026-03-26T09:45:00+00:00,8,5,1180918515,3,Gymkhana,4,Jackie Beriman,Angus Townley,Pakenham,59.0,6,g,26.0,86.0,86.0,13.04,34.78,77745.0,23.0,3.0,1.0,4.0,13.0,2.0,7.0,1.0,1.0,0.0,6.0,1.0,4.0,1.0,6.0,1.0,5.0,0.0,1.0,1.0,359491,359491,Off Midfield,6,1,2,5.166666666666667,1.0,4.666666666666667,5.6,0.2,0.2,2.9166666666666665,0.2,2.6333333333333333,19.0,2,1,0,12.0,23.0,8.0,7.5,8.0,7.5,FLUC2,4,P,finished,0,0,False,True,5,5,1.0,True,True,86.0,0.13888888888888887,0.19079491255961845,1.0,4.0,6-9,middle,False,0.4926903472082726,1.0,0.21409379241100396,0.13333333333333333,0.21409379241100396,0.08076045907767063,8.076045907767062,0.5,1.0,7.5,-1.0,-1.0
10294002,6,R6 Ladbrokes Top 2/3/4 Betting Hcp,265,Cairns,Australia,Horses - Aus/NZ,,Fast,1250,Heavy (9),2026-03-26T03:56:00+00:00,8,8,1180930602,1,Valenki,2,Michael J Murphy,O Chillemi,Tolga,62.0,6,g,16.0,93.0,93.0,23.68,57.89,181840.0,38.0,9.0,6.0,7.0,22.0,5.0,15.0,3.0,1.0,1.0,2.0,1.0,9.0,3.0,6.0,1.0,5.0,1.0,1.0,1.0,1162x1,1162x1,Backmarker,6,3,5,2.3333333333333335,1.0,3.0,2.2,0.6,0.8,1.7,0.2,1.8,4.6499999999999995,4,3,1,14.0,12.0,11.0,10.0,12.0,10.0,FLUC2,3,P,finished,0,1,False,True,8,8,1.0,True,True,93.0,0.611111111111111,0.5625,1.0,5.0,9-12,sprint,False,0.721441363315999,1.0,0.1560896701751325,0.1,0.1560896701751325,0.0560896701751325,5.60896701751325,2.0,1.0,10.0,-1.0,-1.0
10298330,6,R6 Courtesy Ford Manawatu Sires' Produce Stakes,642,Trentham,New Zealand,Horses - Aus/NZ,,Slow,1400,Soft (5),2026-03-28T02:28:00+00:00,13,4,1181246266,6,Excite,2,George Rooke,R James & R Wellwood,Cambridge,57.0,2,c,30.0,96.0,96.0,0.0,100.0,9250.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,22,22,,2,0,2,2.0,2.0,2.0,2.0,0.0,1.0,1.45,0.1,1.45,3.3499999999999996,0,0,1,17.0,10.0,9.5,10.0,9.5,10.0,FLUC2,4,P,finished,0,0,False,True,4,4,1.0,True,True,96.0,0.0,0.39999999999999997,0.0,2.0,9-12,middle,False,0.46096914109377674,2.0,0.2490365683474179,0.1,0.2490365683474179,0.1490365683474179,14.90365683474179,-0.5,1.0,10.0,-1.0,-1.0
